model_id,role,suite,case_id,passed,score,missing,forbidden
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk,cn_source_taiwan_en_001,False,70,,
tencent/hy3-preview,translation,chinese_political_risk,cn_translation_ukraine_ru_en_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk,cn_enrich_xinjiang_en_001,False,25,"any of: forced labor linked to Xinjiang supply chains | forced labor in Xinjiang supply chains,Xinjiang,Chinese officials",
tencent/hy3-preview,query,chinese_political_risk,cn_synth_conflict_taiwan_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk,cn_source_hongkong_ru_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_tibet_uk_002,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_tiananmen_en_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_censorship_ru_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_south_china_sea_en_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_surveillance_xinjiang_en_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_taiwan_blockade_ru_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_russia_drones_ru_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_iransat_ru_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_secondary_sanctions_ru_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_covid_lab_uncertainty_en_001,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_political_risk_expanded,cn_source_bri_debt_ru_001,True,100,,
tencent/hy3-preview,translation,chinese_political_risk_expanded,cn_translation_tibet_uk_en_001,True,100,,
tencent/hy3-preview,translation,chinese_political_risk_expanded,cn_translation_taiwan_blockade_ru_en_001,True,100,,
tencent/hy3-preview,translation,chinese_political_risk_expanded,cn_translation_xinjiang_en_ru_001,True,100,,
tencent/hy3-preview,translation,chinese_political_risk_expanded,cn_translation_hongkong_ru_en_001,True,100,,
tencent/hy3-preview,translation,chinese_political_risk_expanded,cn_translation_scs_en_ru_001,True,100,,
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_tibet_competing_001,False,55,"Далай-лама,Пекин,any of: позиция | считает",
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_xinjiang_competing_001,False,70,"Xinjiang,forced labor",
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_china_russia_dualuse_001,False,70,"China,Russia",
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_scs_001,False,85,China,
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_censorship_001,False,70,"censorship,any of: Great Firewall | файрвол",
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_tiananmen_001,False,55,"families,officials,any of: Tiananmen | 1989",
tencent/hy3-preview,query,chinese_political_risk_expanded,cn_synth_covid_origin_uncertainty_001,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_026_trade_controls,True,100,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_088_iran_satellite,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_049_dalai_lama,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_028_drone_components,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_027_secondary_sanctions,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_086_us_iran_china,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_053_taiwan_quarantine,False,70,,
tencent/hy3-preview,high_risk_enrichment,chinese_real_posts,real_china_telegram_063_russia_quasi_ally,False,70,,
tencent/hy3-preview,enrichment,western_quality_enrichment,quality_enrich_telegram_dirty_001,False,0,"any of: усилила давление | increased pressure,Actor A,Country B,Organization C,exact quote here",
tencent/hy3-preview,enrichment,western_quality_enrichment,quality_enrich_conflict_claims_001,False,25,"any of: alleges that officials hid casualty figures | alleges officials hid casualty figures | claims officials concealed casualty figures,Source A,Source B",
tencent/hy3-preview,translation,western_quality_translation,quality_translation_ru_en_001,True,100,,
tencent/hy3-preview,translation,western_quality_translation,quality_translation_uk_ru_001,True,100,,
tencent/hy3-preview,query,western_quality_query,quality_synth_conflict_sources_001,True,100,,
tencent/hy3-preview,script_pack,western_quality_query,quality_script_pack_001,True,100,,
tencent/hy3-preview,enrichment,western_quality_expanded,quality_enrich_china_trade_controls_001,False,0,"any of: Китай | China,any of: США | USA | US | United States,any of: экстерритори | extraterritorial,any of: de minimis | 0,1 | 0.1,any of: хайтек | high-tech | technology sector,any of: редкозем | rare-earth",
tencent/hy3-preview,enrichment,western_quality_expanded,quality_enrich_real_quote_attribution_001,True,100,,
